Irrigation,SoilMoisture
9.58E-06,0.4223131421
9.58E-06,0.4223131421
9.58E-06,0.4223131421
9.58E-06,0.4223131421
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.24E-06,0.4292388816
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
6.04E-06,0.4297959347
1.81E-06,0.4406841256
1.81E-06,0.440752572
1.81E-06,0.440821139
1.81E-06,0.4408898912
1.81E-06,0.4409588348
1.81E-06,0.4410279757
1.81E-06,0.4410973201
1.81E-06,0.4411668742
1.81E-06,0.4412366445
1.81E-06,0.4413066375
1.81E-06,0.4413768599
9.94E-07,0.4352848481
9.94E-07,0.4353043418
9.94E-07,0.4353238177
9.94E-07,0.4353432729
9.94E-07,0.4353627076
9.94E-07,0.435382122
9.94E-07,0.4354015163
9.94E-07,0.4354208906
9.94E-07,0.4354402452
9.94E-07,0.4354595801
9.94E-07,0.4354788955
9.94E-07,0.4354981916
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
2.63E-06,0.4450841349
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
8.60E-06,0.4239611192
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
9.12E-06,0.4230543244
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.03E-06,0.4272293046
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
7.28E-06,0.4266427049
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
2.38E-06,0.4469820018
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
5.80E-06,0.4304997741
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
8.13E-06,0.4248577202
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
4.10E-06,0.4367616671
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.89E-06,0.4218426714
9.91E-07,0.4359577688
9.91E-07,0.4359793779
9.91E-07,0.4360009536
9.91E-07,0.4360224929
9.91E-07,0.4360439961
9.91E-07,0.4360654634
9.91E-07,0.4360868952
9.91E-07,0.4361082918
9.91E-07,0.4361296535
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
3.28E-06,0.4409211744
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
5.16E-06,0.4325651084
7.00E-07,0.435074542
7.00E-07,0.4350889949
7.00E-07,0.4351034277
7.00E-07,0.4351178436
7.00E-07,0.4351322429
7.00E-07,0.4351466255
7.00E-07,0.4351609916
7.00E-07,0.4351753413
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
7.28E-06,0.4266311451
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.61E-06,0.4310930124
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
5.34E-06,0.4319621534
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.32E-06,0.4244872901
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
8.60E-06,0.4239577336
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
7.91E-06,0.4252847
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
3.25E-06,0.4410975143
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
4.58E-06,0.4347383416
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
7.55E-06,0.4260490417
1.19E-06,0.4378070277
1.19E-06,0.4378364792
1.19E-06,0.4378658902
1.19E-06,0.4378952521
1.19E-06,0.4379245652
1.19E-06,0.4379538301
1.19E-06,0.4379830473
1.19E-06,0.4380122171
1.19E-06,0.4380413401
1.19E-06,0.4380704167
1.19E-06,0.4380915702
1.19E-06,0.438120501
1.19E-06,0.4381493961
1.19E-06,0.4381782466
1.19E-06,0.4382070529
1.19E-06,0.4382358155
1.19E-06,0.4382645348
1.19E-06,0.4382932112
1.19E-06,0.4383218451
1.19E-06,0.438350437
1.19E-06,0.4383789872
1.19E-06,0.4384074963
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
2.77E-06,0.4440726481
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
5.29E-06,0.4321187097
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
9.73E-06,0.4220786621
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
7.13E-06,0.4269783917
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
3.19E-06,0.4414428056
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
2.99E-06,0.4426740048
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
8.52E-06,0.4241099845
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
9.13E-06,0.4230447526
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
6.43E-06,0.4287297476
2.63E-06,0.4450782843
